time_s,soc,battery_core_temp_c,battery_surface_temp_c,requested_traction_power_w,available_traction_power_w,actual_traction_power_w,preconditioning_thermal_power_w,preconditioning_aux_power_w,battery_terminal_power_w,power_closure_residual_w,preconditioning_reason,incremental_aging_damage,cumulative_route_aging_damage
515.0,0.36825879084909635,45.55778777934934,44.9509526016505,12659.001478018725,220000.0,12659.001478018725,0.0,0.0,12659.001478018732,7.275957614183426e-12,strategy_none,5.1969895621879914e-08,6.8097980045870366e-06
520.0,0.3680113446154355,45.560645078899505,44.95396912935933,12614.790882505662,220000.0,12614.790882505662,0.0,0.0,12614.790882505748,8.549250196665525e-11,strategy_none,5.177165686372443e-08,6.861569661450761e-06
525.0,0.3677641787527814,45.56349568126653,44.95697691574342,12600.0,220000.0,12600.0,0.0,0.0,12599.999999999982,-1.8189894035458565e-11,strategy_none,5.1709874796841935e-08,6.913279536247603e-06
530.0,0.36751671042044526,45.56635517165045,44.95997601778804,12614.79088250566,220000.0,12614.79088250566,0.0,0.0,12614.790882505666,5.4569682106375694e-12,strategy_none,5.1785257796217895e-08,6.965064794043821e-06
535.0,0.3672683598485934,45.56923898782615,44.96296680293778,12659.001478018725,220000.0,12659.001478018725,0.0,0.0,12659.00147801882,9.458744898438454e-11,strategy_none,5.199726853648705e-08,7.017062062580308e-06
540.0,0.3670185566549728,45.5721622769148,44.96594993936698,12732.147406003085,220000.0,12732.147406003085,0.0,0.0,12732.14740600315,6.548361852765083e-11,strategy_none,5.2344125290886684e-08,7.069406187871195e-06
545.0,0.3667667460610758,45.57513975357258,44.968926383598046,12833.427264364977,220000.0,12833.427264364977,0.0,0.0,12833.427264365038,6.184563972055912e-11,strategy_none,5.282280655892695e-08,7.122228994430122e-06
550.0,0.36651239494111554,45.57818556016296,44.971897365554064,12961.731409782016,220000.0,12961.731409782016,0.0,0.0,12961.731409781944,-7.275957614183426e-11,strategy_none,5.342905948453501e-08,7.175658053914657e-06
555.0,0.3662549976388749,45.58131312957357,44.97486437114127,13115.65411518764,220000.0,13115.65411518764,0.0,0.0,13115.65411518759,-5.093170329928398e-11,strategy_none,5.4157412845667794e-08,7.2298154667603245e-06
560.0,0.36599408148983736,45.58453505146334,44.97782912246834,13293.508971211033,220000.0,13293.508971211033,0.0,0.0,13293.508971211135,1.0186340659856796e-10,strategy_none,5.500119569023159e-08,7.284816662450556e-06
565.0,0.36572921198898706,45.587862942873386,44.98079355582264,13493.34736283108,220000.0,13493.34736283108,0.0,0.0,13493.347362831111,3.092281986027956e-11,strategy_none,5.595256294823817e-08,7.340769225398794e-06
570.0,0.36545999754825986,45.59130732429583,44.983759797539776,13712.979818810321,220000.0,13712.979818810321,0.0,0.0,13712.979818810221,-1.000444171950221e-10,strategy_none,5.700252955127164e-08,7.3977717549500656e-06
575.0,0.36518609379180494,45.594877502457905,44.98673013792153,13949.999999999996,220000.0,13949.999999999996,0.0,0.0,13950.000000000067,7.09405867382884e-11,strategy_none,5.81410147215329e-08,7.455912769671598e-06
580.0,0.36490720734195004,45.59858146123319,44.989707003379245,14201.811063695337,220000.0,14201.811063695337,0.0,0.0,14201.81106369525,-8.731149137020111e-11,strategy_none,5.93568981382004e-08,7.515269667809798e-06
585.0,0.36462309905400986,45.60242576222591,44.99269292700378,14465.654115187639,220000.0,14465.654115187639,0.0,0.0,14465.654115187575,-6.366462912410498e-11,strategy_none,6.063808963461724e-08,7.575907757444415e-06
590.0,0.3643335866637991,45.60641545667701,44.99569051779006,14738.63843479205,220000.0,14738.63843479205,0.0,0.0,14738.638434791976,-7.457856554538012e-11,strategy_none,6.19716139153095e-08,7.637879371359725e-06
595.0,0.3640385468178533,45.610554010401586,44.99870242877187,15017.773149177332,220000.0,15017.773149177332,0.0,0.0,15017.773149177294,-3.8198777474462986e-11,strategy_none,6.334371150179263e-08,7.701223082861518e-06
600.0,0.3637379164628737,45.61484324347809,45.00173132435147,15299.999999999998,220000.0,15299.999999999998,0.0,0.0,15299.999999999969,-2.9103830456733704e-11,strategy_none,6.47399567210544e-08,7.765963039582572e-06
605.0,0.3634316935777323,45.61928328636283,45.00477984713651,15582.226850822664,220000.0,15582.226850822664,0.0,0.0,15582.226850822728,6.366462912410498e-11,strategy_none,6.614539304852322e-08,7.832108432631095e-06
610.0,0.363119937238437,45.62387255399447,45.00785058462368,15861.361565207952,220000.0,15861.361565207952,0.0,0.0,15861.361565207962,1.0913936421275139e-11,strategy_none,6.754468552310115e-08,7.899653118154196e-06
